country code;postal code;place name;admin name1;admin code1;admin name2;admin code2;admin name3;admin code3;latitude;longitude;accuracy;coordinates
US;28357;Lumber Bridge;North Carolina;NC;Robeson;155;;;34.8762;-79.0664;4;34.8762,-79.0664
US;28311;Fayetteville;North Carolina;NC;Cumberland;051;;;35.1294;-78.8982;4;35.1294,-78.8982
US;28375;Proctorville;North Carolina;NC;Robeson;155;;;34.4713;-79.0414;4;34.4713,-79.0414
US;27939;Grandy;North Carolina;NC;Currituck;053;;;36.2339;-75.8768;4;36.2339,-75.8768
US;28146;Salisbury;North Carolina;NC;Rowan;159;;;35.6187;-80.4022;4;35.6187,-80.4022
US;27966;Powells Point;North Carolina;NC;Currituck;053;;;36.1207;-75.8273;4;36.1207,-75.8273
US;28318;Autryville;North Carolina;NC;Sampson;163;;;35.0997;-78.6021;4;35.0997,-78.6021
US;27920;Buxton;North Carolina;NC;Dare;055;;;35.2677;-75.5424;4;35.2677,-75.5424
US;28393;Turkey;North Carolina;NC;Sampson;163;;;34.9857;-78.2121;4;34.9857,-78.2121
US;27978;Stumpy Point;North Carolina;NC;Dare;055;;;35.6985;-75.7728;4;35.6985,-75.7728
US;28097;Locust;North Carolina;NC;Stanly;167;;;35.2704;-80.4211;4;35.2704,-80.4211
US;27292;Lexington;North Carolina;NC;Davidson;057;;;35.8231;-80.262;4;35.8231,-80.262
US;28163;Stanfield;North Carolina;NC;Stanly;167;;;35.2106;-80.4407;4;35.2106,-80.4407
US;27709;Durham;North Carolina;NC;Durham;063;;;36.0512;-78.8577;4;36.0512,-78.8577
US;27017;Dobson;North Carolina;NC;Surry;171;;;36.3698;-80.7101;4;36.3698,-80.7101
US;27111;Winston-Salem;North Carolina;NC;Forsyth;067;;;36.0999;-80.2442;4;36.0999,-80.2442
US;27047;Siloam;North Carolina;NC;Surry;171;;;36.3002;-80.5772;4;36.3002,-80.5772
US;27198;Winston-Salem;North Carolina;NC;Forsyth;067;;;36.0275;-80.2073;4;36.0275,-80.2073
US;27502;Apex;North Carolina;NC;Wake;183;;;35.7225;-78.8408;4;35.7225,-78.8408
US;27525;Franklinton;North Carolina;NC;Franklin;069;;;36.0955;-78.4486;4;36.0955,-78.4486
US;27539;Apex;North Carolina;NC;Wake;183;;;35.7225;-78.8408;4;35.7225,-78.8408
US;27596;Youngsville;North Carolina;NC;Franklin;069;;;36.0249;-78.4744;4;36.0249,-78.4744
US;27545;Knightdale;North Carolina;NC;Wake;183;;;35.7789;-78.4898;4;35.7789,-78.4898
US;27235;Colfax;North Carolina;NC;Guilford;081;;;36.1003;-80.0103;4;36.1003,-80.0103
US;27592;Willow Spring;North Carolina;NC;Wake;183;;;35.547;-78.6717;1;35.547,-78.6717
US;27411;Greensboro;North Carolina;NC;Guilford;081;;;36.0726;-79.792;4;36.0726,-79.792
US;27606;Raleigh;North Carolina;NC;Wake;183;;;35.7645;-78.7112;4;35.7645,-78.7112
US;27455;Greensboro;North Carolina;NC;Guilford;081;;;36.1824;-79.806;4;36.1824,-79.806
US;27613;Raleigh;North Carolina;NC;Wake;183;;;35.8949;-78.7051;4;35.8949,-78.7051
US;27498;Greensboro;North Carolina;NC;Guilford;081;;;36.0726;-79.792;4;36.0726,-79.792
US;27614;Raleigh;North Carolina;NC;Wake;183;;;35.9457;-78.6433;4;35.9457,-78.6433
US;27546;Lillington;North Carolina;NC;Harnett;085;;;35.332;-78.9212;4;35.332,-78.9212
US;27616;Raleigh;North Carolina;NC;Wake;183;;;35.8673;-78.5381;4;35.8673,-78.5381
US;28010;Barium Springs;North Carolina;NC;Iredell;097;;;35.7192;-80.8991;4;35.7192,-80.8991
US;27650;Raleigh;North Carolina;NC;Wake;183;;;35.7977;-78.6253;4;35.7977,-78.6253
US;28115;Mooresville;North Carolina;NC;Iredell;097;;;35.5774;-80.8226;4;35.5774,-80.8226
US;28691;Valle Crucis;North Carolina;NC;Watauga;189;;;36.2092;-81.7789;4;36.2092,-81.7789
US;28573;Pollocksville;North Carolina;NC;Jones;103;;;35.0151;-77.2287;4;35.0151,-77.2287
US;27533;Goldsboro;North Carolina;NC;Wayne;191;;;35.372;-78.0524;4;35.372,-78.0524
US;28080;Iron Station;North Carolina;NC;Lincoln;109;;;35.4657;-81.107;4;35.4657,-81.107
US;27830;Fremont;North Carolina;NC;Wayne;191;;;35.5553;-77.958;4;35.5553,-77.958
US;28093;Lincolnton;North Carolina;NC;Lincoln;109;;;35.4848;-81.2395;4;35.4848,-81.2395
US;28606;Boomer;North Carolina;NC;Wilkes;193;;;36.0552;-81.3137;4;36.0552,-81.3137
US;28763;Otto;North Carolina;NC;Macon;113;;;35.0515;-83.3854;4;35.0515,-83.3854
US;28665;Purlear;North Carolina;NC;Wilkes;193;;;36.1964;-81.3528;4;36.1964,-81.3528
US;28206;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2522;-80.8265;4;35.2522,-80.8265
US;27883;Stantonsburg;North Carolina;NC;Wilson;195;;;35.594;-77.8378;4;35.594,-77.8378
US;28210;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.1316;-80.8577;4;35.1316,-80.8577
US;28642;Jonesville;North Carolina;NC;Yadkin;197;;;36.2286;-80.787;4;36.2286,-80.787
US;28213;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2836;-80.7638;4;35.2836,-80.7638
US;28223;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.3041;-80.7267;4;35.3041,-80.7267
US;28255;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.26;-80.8042;4;35.26,-80.8042
US;28260;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2271;-80.8431;4;35.2271,-80.8431
US;28278;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2072;-80.9568;4;35.2072,-80.9568
US;28289;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2271;-80.8431;4;35.2271,-80.8431
US;28765;Penland;North Carolina;NC;Mitchell;121;;;35.9219;-82.1107;4;35.9219,-82.1107
US;27325;Robbins;North Carolina;NC;Moore;125;;;35.4528;-79.582;4;35.4528,-79.582
US;27807;Bailey;North Carolina;NC;Nash;127;;;35.8072;-78.0892;4;35.8072,-78.0892
US;27856;Nashville;North Carolina;NC;Nash;127;;;35.9843;-77.9595;4;35.9843,-77.9595
US;28407;Wilmington;North Carolina;NC;New Hanover;129;;;34.0881;-77.8526;4;34.0881,-77.8526
US;27853;Margarettsville;North Carolina;NC;Northampton;131;;;36.5245;-77.326;4;36.5245,-77.326
US;28529;Grantsboro;North Carolina;NC;Pamlico;137;;;35.0668;-76.871;4;35.0668,-76.871
US;28537;Hobucken;North Carolina;NC;Pamlico;137;;;35.2518;-76.5696;4;35.2518,-76.5696
US;27909;Elizabeth City;North Carolina;NC;Pasquotank;139;;;36.2951;-76.2445;4;36.2951,-76.2445
US;27930;Hertford;North Carolina;NC;Perquimans;143;;;36.1902;-76.4661;4;36.1902,-76.4661
US;27541;Hurdle Mills;North Carolina;NC;Person;145;;;36.2518;-79.0827;4;36.2518,-79.0827
US;27583;Timberlake;North Carolina;NC;Person;145;;;36.2918;-78.9353;4;36.2918,-78.9353
US;27829;Fountain;North Carolina;NC;Pitt;147;;;35.674;-77.64;4;35.674,-77.64
US;28750;Lynn;North Carolina;NC;Polk;149;;;35.2362;-82.2362;4;35.2362,-82.2362
US;28380;Rockingham;North Carolina;NC;Richmond;153;;;34.9942;-79.7673;4;34.9942,-79.7673
US;28383;Rowland;North Carolina;NC;Robeson;155;;;34.5887;-79.2618;4;34.5887,-79.2618
US;27027;Mayodan;North Carolina;NC;Rockingham;157;;;36.4277;-79.9567;4;36.4277,-79.9567
US;27289;Eden;North Carolina;NC;Rockingham;157;;;36.3921;-79.7731;4;36.3921,-79.7731
US;27323;Reidsville;North Carolina;NC;Rockingham;157;;;36.3921;-79.7731;4;36.3921,-79.7731
US;28023;China Grove;North Carolina;NC;Rowan;159;;;35.5669;-80.59;4;35.5669,-80.59
US;28040;Ellenboro;North Carolina;NC;Rutherford;161;;;35.3344;-81.7707;4;35.3344,-81.7707
US;28043;Forest City;North Carolina;NC;Rutherford;161;;;35.325;-81.846;4;35.325,-81.846
US;28382;Roseboro;North Carolina;NC;Sampson;163;;;34.9639;-78.5133;4;34.9639,-78.5133
US;28444;Harrells;North Carolina;NC;Sampson;163;;;34.6769;-78.243;4;34.6769,-78.243
US;28352;Laurinburg;North Carolina;NC;Scotland;165;;;34.7599;-79.4673;4;34.7599,-79.4673
US;28396;Wagram;North Carolina;NC;Scotland;165;;;34.9044;-79.3959;4;34.9044,-79.3959
US;28002;Albemarle;North Carolina;NC;Stanly;167;;;35.3501;-80.2001;4;35.3501,-80.2001
US;28676;State Road;North Carolina;NC;Surry;171;;;36.3422;-80.8653;4;36.3422,-80.8653
US;28719;Cherokee;North Carolina;NC;Swain;173;;;35.5094;-83.3144;4;35.5094,-83.3144
US;27656;Raleigh;North Carolina;NC;Wake;183;;;35.7977;-78.6253;4;35.7977,-78.6253
US;27675;Raleigh;North Carolina;NC;Wake;183;;;35.7977;-78.6253;4;35.7977,-78.6253
US;27697;Raleigh;North Carolina;NC;Wake;183;;;35.7721;-78.6386;4;35.7721,-78.6386
US;27563;Norlina;North Carolina;NC;Warren;185;;;36.4754;-78.1895;4;36.4754,-78.1895
US;28607;Boone;North Carolina;NC;Watauga;189;;;36.2142;-81.666;4;36.2142,-81.666
US;28608;Boone;North Carolina;NC;Watauga;189;;;36.2168;-81.6746;4;36.2168,-81.6746
US;28679;Sugar Grove;North Carolina;NC;Watauga;189;;;36.2627;-81.8441;4;36.2627,-81.8441
US;28654;Moravian Falls;North Carolina;NC;Wilkes;193;;;36.0788;-81.1781;4;36.0788,-81.1781
US;27880;Sims;North Carolina;NC;Wilson;195;;;35.7435;-78.0859;4;35.7435,-78.0859
US;27895;Wilson;North Carolina;NC;Wilson;195;;;35.7199;-77.9267;4;35.7199,-77.9267
US;28631;Grassy Creek;North Carolina;NC;Ashe;009;;;36.5415;-81.4468;4;36.5415,-81.4468
US;28684;Todd;North Carolina;NC;Ashe;009;;;36.3245;-81.5874;4;36.3245,-81.5874
US;28657;Newland;North Carolina;NC;Avery;011;;;36.059;-81.9303;4;36.059,-81.9303
US;27806;Aurora;North Carolina;NC;Beaufort;013;;;35.3023;-76.7994;4;35.3023,-76.7994
US;27924;Colerain;North Carolina;NC;Bertie;015;;;36.1901;-76.8548;4;36.1901,-76.8548
US;28730;Fairview;North Carolina;NC;Buncombe;021;;;35.5258;-82.3985;4;35.5258,-82.3985
US;28759;Mills River;North Carolina;NC;Buncombe;021;;;35.3906;-82.568;4;35.3906,-82.568
US;28512;Atlantic Beach;North Carolina;NC;Carteret;031;;;34.6991;-76.7402;4;34.6991,-76.7402
US;28516;Beaufort;North Carolina;NC;Carteret;031;;;34.758;-76.6228;4;34.758,-76.6228
US;27213;Bonlee;North Carolina;NC;Chatham;037;;;35.6482;-79.4149;4;35.6482,-79.4149
US;27256;Gulf;North Carolina;NC;Chatham;037;;;35.5604;-79.2817;4;35.5604,-79.2817
US;28073;Grover;North Carolina;NC;Cleveland;045;;;35.1836;-81.4552;4;35.1836,-81.4552
US;28450;Lake Waccamaw;North Carolina;NC;Columbus;047;;;34.3394;-78.5102;4;34.3394,-78.5102
US;28562;New Bern;North Carolina;NC;Craven;049;;;35.1004;-77.1029;4;35.1004,-77.1029
US;28586;Vanceboro;North Carolina;NC;Craven;049;;;35.3063;-77.1716;4;35.3063,-77.1716
US;28307;Fort Bragg;North Carolina;NC;Cumberland;051;;;35.1416;-79.0025;4;35.1416,-79.0025
US;27958;Moyock;North Carolina;NC;Currituck;053;;;36.4871;-76.1146;4;36.4871,-76.1146
US;27981;Wanchese;North Carolina;NC;Dare;055;;;35.8622;-75.6437;4;35.8622,-75.6437
US;27293;Lexington;North Carolina;NC;Davidson;057;;;35.8829;-80.276;4;35.8829,-80.276
US;27295;Lexington;North Carolina;NC;Davidson;057;;;35.8684;-80.315;4;35.8684,-80.315
US;28453;Magnolia;North Carolina;NC;Duplin;061;;;34.8957;-78.0432;4;34.8957,-78.0432
US;28466;Wallace;North Carolina;NC;Duplin;061;;;34.7542;-77.9429;4;34.7542,-77.9429
US;27717;Durham;North Carolina;NC;Durham;063;;;36.0512;-78.8577;4;36.0512,-78.8577
US;27801;Rocky Mount;North Carolina;NC;Edgecombe;065;;;35.9427;-77.7608;1;35.9427,-77.7608
US;27886;Tarboro;North Carolina;NC;Edgecombe;065;;;35.8983;-77.5421;4;35.8983,-77.5421
US;27104;Winston-Salem;North Carolina;NC;Forsyth;067;;;36.092;-80.3224;4;36.092,-80.3224
US;27107;Winston-Salem;North Carolina;NC;Forsyth;067;;;36.0403;-80.1933;4;36.0403,-80.1933
US;28120;Mount Holly;North Carolina;NC;Gaston;071;;;35.3119;-81.0306;4;35.3119,-81.0306
US;27938;Gatesville;North Carolina;NC;Gates;073;;;36.4072;-76.7325;4;36.4072,-76.7325
US;27946;Hobbsville;North Carolina;NC;Gates;073;;;36.3543;-76.6178;4;36.3543,-76.6178
US;28771;Robbinsville;North Carolina;NC;Graham;075;;;35.3259;-83.7888;4;35.3259,-83.7888
US;27233;Climax;North Carolina;NC;Guilford;081;;;35.9345;-79.7019;4;35.9345,-79.7019
US;27402;Greensboro;North Carolina;NC;Guilford;081;;;36.0726;-79.792;4;36.0726,-79.792
US;27409;Greensboro;North Carolina;NC;Guilford;081;;;36.0777;-79.9086;4;36.0777,-79.9086
US;27416;Greensboro;North Carolina;NC;Guilford;081;;;36.0726;-79.792;4;36.0726,-79.792
US;28726;East Flat Rock;North Carolina;NC;Henderson;089;;;35.2799;-82.4204;4;35.2799,-82.4204
US;28735;Gerton;North Carolina;NC;Henderson;089;;;35.4759;-82.3505;4;35.4759,-82.3505
US;28791;Hendersonville;North Carolina;NC;Henderson;089;;;35.3464;-82.525;4;35.3464,-82.525
US;28779;Sylva;North Carolina;NC;Jackson;099;;;35.3481;-83.2031;4;35.3481,-83.2031
US;27577;Smithfield;North Carolina;NC;Johnston;101;;;35.5068;-78.3479;4;35.5068,-78.3479
US;27505;Broadway;North Carolina;NC;Lee;105;;;35.4181;-79.0435;4;35.4181,-79.0435
US;28355;Lemon Springs;North Carolina;NC;Lee;105;;;35.3896;-79.1945;4;35.3896,-79.1945
US;28762;Old Fort;North Carolina;NC;McDowell;111;;;35.6169;-82.1686;4;35.6169,-82.1686
US;27892;Williamston;North Carolina;NC;Martin;117;;;35.8212;-77.1022;4;35.8212,-77.1022
US;28036;Davidson;North Carolina;NC;Mecklenburg;119;;;35.4858;-80.794;4;35.4858,-80.794
US;28207;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.1935;-80.8272;4;35.1935,-80.8272
US;28208;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2358;-80.8964;4;35.2358,-80.8964
US;28220;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.26;-80.8042;4;35.26,-80.8042
US;28269;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2886;-80.8209;4;35.2886,-80.8209
US;28281;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2271;-80.8431;4;35.2271,-80.8431
US;28285;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2271;-80.8431;4;35.2271,-80.8431
US;27816;Castalia;North Carolina;NC;Nash;127;;;36.0901;-78.0705;4;36.0901,-78.0705
US;27867;Potecasi;North Carolina;NC;Northampton;131;;;36.3632;-77.2391;4;36.3632,-77.2391
US;28545;Mccutcheon Field;North Carolina;NC;Onslow;133;;;34.6921;-77.3912;1;34.6921,-77.3912
US;28546;Jacksonville;North Carolina;NC;Onslow;133;;;34.774;-77.3781;4;34.774,-77.3781
US;27510;Carrboro;North Carolina;NC;Orange;135;;;35.9055;-79.0901;4;35.9055,-79.0901
US;27516;Chapel Hill;North Carolina;NC;Orange;135;;;35.9162;-79.0999;4;35.9162,-79.0999
US;27517;Chapel Hill;North Carolina;NC;Orange;135;;;35.9182;-79.0035;4;35.9182,-79.0035
US;28571;Oriental;North Carolina;NC;Pamlico;137;;;35.0364;-76.7015;4;35.0364,-76.7015
US;27812;Bethel;North Carolina;NC;Pitt;147;;;35.7909;-77.3748;4;35.7909,-77.3748
US;27834;Greenville;North Carolina;NC;Pitt;147;;;35.6192;-77.3975;4;35.6192,-77.3975
US;27835;Greenville;North Carolina;NC;Pitt;147;;;35.5885;-77.3531;4;35.5885,-77.3531
US;27248;Franklinville;North Carolina;NC;Randolph;151;;;35.7917;-79.7132;4;35.7917,-79.7132
US;27341;Seagrove;North Carolina;NC;Randolph;151;;;35.5283;-79.6979;4;35.5283,-79.6979
US;28367;Norman;North Carolina;NC;Richmond;153;;;35.1704;-79.7228;4;35.1704,-79.7228
US;28377;Red Springs;North Carolina;NC;Robeson;155;;;34.8083;-79.1636;4;34.8083,-79.1636
US;28378;Rex;North Carolina;NC;Robeson;155;;;34.8543;-79.0642;4;34.8543,-79.0642
US;27048;Stoneville;North Carolina;NC;Rockingham;157;;;36.4705;-79.9013;4;36.4705,-79.9013
US;27375;Wentworth;North Carolina;NC;Rockingham;157;;;36.3921;-79.7731;4;36.3921,-79.7731
US;28039;East Spencer;North Carolina;NC;Rowan;159;;;35.6805;-80.4354;4;35.6805,-80.4354
US;28041;Faith;North Carolina;NC;Rowan;159;;;35.5817;-80.4581;4;35.5817,-80.4581
US;28447;Ivanhoe;North Carolina;NC;Sampson;163;;;34.6233;-78.2342;4;34.6233,-78.2342
US;28128;Norwood;North Carolina;NC;Stanly;167;;;35.2275;-80.1433;4;35.2275,-80.1433
US;28137;Richfield;North Carolina;NC;Stanly;167;;;35.4541;-80.2838;4;35.4541,-80.2838
US;27019;Germanton;North Carolina;NC;Stokes;169;;;36.2725;-80.2254;4;36.2725,-80.2254
US;28621;Elkin;North Carolina;NC;Surry;171;;;36.2872;-80.8554;4;36.2872,-80.8554
US;28103;Marshville;North Carolina;NC;Union;179;;;35.0167;-80.3781;4;35.0167,-80.3781
US;27511;Cary;North Carolina;NC;Wake;183;;;35.7641;-78.7786;4;35.7641,-78.7786
US;27601;Raleigh;North Carolina;NC;Wake;183;;;35.7727;-78.6324;4;35.7727,-78.6324
US;27621;Raleigh;North Carolina;NC;Wake;183;;;35.7977;-78.6253;4;35.7977,-78.6253
US;27534;Goldsboro;North Carolina;NC;Wayne;191;;;35.3664;-77.9221;4;35.3664,-77.9221
US;27011;Boonville;North Carolina;NC;Yadkin;197;;;36.234;-80.6357;4;36.234,-80.6357
US;28755;Micaville;North Carolina;NC;Yancey;199;;;35.9096;-82.2132;4;35.9096,-82.2132
US;27340;Saxapahaw;North Carolina;NC;Alamance;001;;;35.9488;-79.3297;4;35.9488,-79.3297
US;28646;Linville;North Carolina;NC;Avery;011;;;36.0665;-81.8704;4;36.0665,-81.8704
US;27889;Washington;North Carolina;NC;Beaufort;013;;;35.5884;-77.1404;4;35.5884,-77.1404
US;27849;Lewiston Woodville;North Carolina;NC;Bertie;015;;;36.0933;-77.1439;4;36.0933,-77.1439
US;28433;Clarkton;North Carolina;NC;Bladen;017;;;34.503;-78.6313;4;34.503,-78.6313
US;28757;Montreat;North Carolina;NC;Buncombe;021;;;35.6415;-82.3156;4;35.6415,-82.3156
US;28813;Asheville;North Carolina;NC;Buncombe;021;;;35.5004;-82.5026;4;35.5004,-82.5026
US;28025;Concord;North Carolina;NC;Cabarrus;025;;;35.3716;-80.53;4;35.3716,-80.53
US;28630;Granite Falls;North Carolina;NC;Caldwell;027;;;35.7965;-81.4306;4;35.7965,-81.4306
US;28520;Cedar Island;North Carolina;NC;Carteret;031;;;35.0082;-76.316;4;35.0082,-76.316
US;28553;Marshallberg;North Carolina;NC;Carteret;031;;;34.7265;-76.5173;4;34.7265,-76.5173
US;28582;Stella;North Carolina;NC;Carteret;031;;;34.7777;-77.1308;4;34.7777,-77.1308
US;28682;Terrell;North Carolina;NC;Catawba;035;;;35.5836;-80.9631;4;35.5836,-80.9631
US;27207;Bear Creek;North Carolina;NC;Chatham;037;;;35.6129;-79.3726;4;35.6129,-79.3726
US;27312;Pittsboro;North Carolina;NC;Chatham;037;;;35.7694;-79.1755;4;35.7694,-79.1755
US;28089;Lattimore;North Carolina;NC;Cleveland;045;;;35.3182;-81.6607;4;35.3182,-81.6607
US;28431;Chadbourn;North Carolina;NC;Columbus;047;;;34.3223;-78.8267;4;34.3223,-78.8267
US;28436;Delco;North Carolina;NC;Columbus;047;;;34.2838;-78.2607;4;34.2838,-78.2607
US;28439;Fair Bluff;North Carolina;NC;Columbus;047;;;34.3023;-79.0175;4;34.3023,-79.0175
US;28304;Fayetteville;North Carolina;NC;Cumberland;051;;;35.0257;-78.9705;4;35.0257,-78.9705
US;28312;Fayetteville;North Carolina;NC;Cumberland;051;;;34.9549;-78.7408;4;34.9549,-78.7408
US;28314;Fayetteville;North Carolina;NC;Cumberland;051;;;35.0583;-79.008;4;35.0583,-79.008
US;28344;Godwin;North Carolina;NC;Cumberland;051;;;35.1969;-78.6625;4;35.1969,-78.6625
US;27973;Shawboro;North Carolina;NC;Currituck;053;;;36.3779;-76.0945;4;36.3779,-76.0945
US;27949;Kitty Hawk;North Carolina;NC;Dare;055;;;36.0646;-75.7057;4;36.0646,-75.7057
US;28325;Calypso;North Carolina;NC;Duplin;061;;;35.1538;-78.1053;4;35.1538,-78.1053
US;28398;Warsaw;North Carolina;NC;Duplin;061;;;35.018;-78.031;4;35.018,-78.031
US;27503;Bahama;North Carolina;NC;Durham;063;;;36.1566;-78.8903;4;36.1566,-78.8903
US;27715;Durham;North Carolina;NC;Durham;063;;;36.0512;-78.8577;4;36.0512,-78.8577
US;27094;Rural Hall;North Carolina;NC;Forsyth;067;;;36.2404;-80.2934;4;36.2404,-80.2934
US;27109;Winston-Salem;North Carolina;NC;Forsyth;067;;;36.0275;-80.2073;4;36.0275,-80.2073
US;27150;Winston-Salem;North Carolina;NC;Forsyth;067;;;36.0275;-80.2073;4;36.0275,-80.2073
US;27284;Kernersville;North Carolina;NC;Forsyth;067;;;36.1165;-80.0831;4;36.1165,-80.0831
US;28012;Belmont;North Carolina;NC;Gaston;071;;;35.244;-81.044;4;35.244,-81.044
US;28098;Lowell;North Carolina;NC;Gaston;071;;;35.2655;-81.096;4;35.2655,-81.096
US;27969;Roduco;North Carolina;NC;Gates;073;;;36.4618;-76.8125;4;36.4618,-76.8125
US;27263;High Point;North Carolina;NC;Guilford;081;;;35.9359;-79.9395;4;35.9359,-79.9395
US;27301;Mc Leansville;North Carolina;NC;Guilford;081;;;36.1163;-79.6684;1;36.1163,-79.6684
US;27406;Greensboro;North Carolina;NC;Guilford;081;;;36.022;-79.7821;4;36.022,-79.7821
US;27410;Greensboro;North Carolina;NC;Guilford;081;;;36.1032;-79.8794;4;36.1032,-79.8794
US;27495;Greensboro;North Carolina;NC;Guilford;081;;;36.0726;-79.792;4;36.0726,-79.792
US;27506;Buies Creek;North Carolina;NC;Harnett;085;;;35.4132;-78.7356;4;35.4132,-78.7356
US;27521;Coats;North Carolina;NC;Harnett;085;;;35.4082;-78.6627;4;35.4082,-78.6627
US;28727;Edneyville;North Carolina;NC;Henderson;089;;;35.394;-82.3409;4;35.394,-82.3409
US;28729;Etowah;North Carolina;NC;Henderson;089;;;35.3172;-82.5977;4;35.3172,-82.5977
US;28758;Mountain Home;North Carolina;NC;Henderson;089;;;35.3711;-82.4938;4;35.3711,-82.4938
US;28677;Statesville;North Carolina;NC;Iredell;097;;;35.799;-80.894;4;35.799,-80.894
US;28689;Union Grove;North Carolina;NC;Iredell;097;;;36.0369;-80.8967;4;36.0369,-80.8967
US;27542;Kenly;North Carolina;NC;Johnston;101;;;35.6077;-78.1382;4;35.6077,-78.1382
US;27568;Pine Level;North Carolina;NC;Johnston;101;;;35.5132;-78.2444;4;35.5132,-78.2444
US;27576;Selma;North Carolina;NC;Johnston;101;;;35.5565;-78.264;4;35.5565,-78.264
US;28585;Trenton;North Carolina;NC;Jones;103;;;35.0745;-77.4595;4;35.0745,-77.4595
US;28501;Kinston;North Carolina;NC;Lenoir;107;;;35.2783;-77.586;4;35.2783,-77.586
US;28551;La Grange;North Carolina;NC;Lenoir;107;;;35.3054;-77.7686;4;35.3054,-77.7686
US;28033;Crouse;North Carolina;NC;Lincoln;109;;;35.421;-81.3054;4;35.421,-81.3054
US;27871;Robersonville;North Carolina;NC;Martin;117;;;35.8218;-77.26;4;35.8218,-77.26
US;28134;Pineville;North Carolina;NC;Mecklenburg;119;;;35.0709;-80.8859;4;35.0709,-80.8859
US;28215;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.244;-80.7387;4;35.244,-80.7387
US;28219;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.26;-80.8042;4;35.26,-80.8042
US;28234;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.26;-80.8042;4;35.26,-80.8042
US;28235;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.26;-80.8042;4;35.26,-80.8042
US;28237;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.26;-80.8042;4;35.26,-80.8042
US;28244;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.2271;-80.8431;4;35.2271,-80.8431
US;28277;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.0552;-80.8195;4;35.0552,-80.8195
US;28287;Charlotte;North Carolina;NC;Mecklenburg;119;;;35.26;-80.8042;4;35.26,-80.8042
US;28387;Southern Pines;North Carolina;NC;Moore;125;;;35.1697;-79.3957;4;35.1697,-79.3957
US;27832;Gaston;North Carolina;NC;Northampton;131;;;36.5004;-77.645;4;36.5004,-77.645
US;27876;Seaboard;North Carolina;NC;Northampton;131;;;36.4886;-77.4113;4;36.4886,-77.4113
US;28460;Sneads Ferry;North Carolina;NC;Onslow;133;;;34.5426;-77.4038;4;34.5426,-77.4038
US;28542;Camp Lejeune;North Carolina;NC;Onslow;133;;;34.664;-77.4637;1;34.664,-77.4637
US;27573;Roxboro;North Carolina;NC;Person;145;;;36.4059;-78.9737;4;36.4059,-78.9737
US;27836;Greenville;North Carolina;NC;Pitt;147;;;35.5804;-77.3926;4;35.5804,-77.3926
US;28340;Fairmont;North Carolina;NC;Robeson;155;;;34.472;-79.1407;4;34.472,-79.1407
US;28371;Parkton;North Carolina;NC;Robeson;155;;;34.9006;-78.9969;4;34.9006,-78.9969
US;28343;Gibson;North Carolina;NC;Scotland;165;;;34.7549;-79.5839;4;34.7549,-79.5839
US;28351;Laurel Hill;North Carolina;NC;Scotland;165;;;34.8238;-79.5491;4;34.8238,-79.5491
US;28001;Albemarle;North Carolina;NC;Stanly;167;;;35.3573;-80.2044;4;35.3573,-80.2044
US;28109;Misenheimer;North Carolina;NC;Stanly;167;;;35.4849;-80.2884;4;35.4849,-80.2884
US;27016;Danbury;North Carolina;NC;Stokes;169;;;36.4559;-80.2194;4;36.4559,-80.2194
US;28774;Sapphire;North Carolina;NC;Transylvania;175;;;35.0666;-83.0019;4;35.0666,-83.0019
US;28108;Mineral Springs;North Carolina;NC;Union;179;;;34.9379;-80.6687;4;34.9379,-80.6687
US;27556;Middleburg;North Carolina;NC;Vance;181;;;36.3996;-78.3225;4;36.3996,-78.3225
US;27513;Cary;North Carolina;NC;Wake;183;;;35.7956;-78.7941;4;35.7956,-78.7941
US;27626;Raleigh;North Carolina;NC;Wake;183;;;35.7977;-78.6253;4;35.7977,-78.6253
US;28333;Dudley;North Carolina;NC;Wayne;191;;;35.2926;-78.0273;4;35.2926,-78.0273
US;28624;Ferguson;North Carolina;NC;Wilkes;193;;;36.1283;-81.3864;4;36.1283,-81.3864
US;28659;North Wilkesboro;North Carolina;NC;Wilkes;193;;;36.2017;-81.1286;4;36.2017,-81.1286
